number, label
0001, 70
0002, 42
0003, 58
0004, 26
0005, 44
0006, 60
0007, 7
0008, 35
0009, 96
0010, 98
0011, 68
0012, 97
0013, 30
0014, 47
0015, 96
0016, 47
0017, 73
0018, 1
0019, 27
0020, 50
0021, 36
0022, 45
0023, 12
0024, 31
0025, 36
0026, 48
0027, 70
0028, 76
0029, 55
0030, 42
0031, 21
0032, 70
0033, 83
0034, 35
0035, 54
0036, 20
0037, 97
0038, 88
0039, 80
0040, 62
0041, 37
0042, 28
0043, 43
0044, 81
0045, 31
0046, 82
0047, 27
0048, 4
0049, 90
0050, 53
0051, 71
0052, 96
0053, 31
0054, 12
0055, 31
0056, 7
0057, 63
0058, 41
0059, 73
0060, 78
0061, 66
0062, 2
0063, 75
0064, 10
0065, 33
0066, 23
0067, 56
0068, 51
0069, 1
0070, 6
0071, 98
0072, 35
0073, 32
0074, 20
0075, 44
0076, 7
0077, 40
0078, 79
0079, 51
0080, 42
0081, 60
0082, 21
0083, 0
0084, 46
0085, 26
0086, 68
0087, 28
0088, 96
0089, 21
0090, 63
0091, 82
0092, 73
0093, 31
0094, 22
0095, 18
0096, 94
0097, 25
0098, 21
0099, 33
0100, 55
0101, 79
0102, 50
0103, 30
0104, 6
0105, 87
0106, 39
0107, 61
0108, 69
0109, 18
0110, 83
0111, 13
0112, 58
0113, 39
0114, 64
0115, 60
0116, 71
0117, 30
0118, 96
0119, 16
0120, 55
0121, 26
0122, 11
0123, 68
0124, 74
0125, 55
0126, 61
0127, 94
0128, 17
0129, 88
0130, 93
0131, 82
0132, 9
0133, 85
0134, 94
0135, 81
0136, 33
0137, 57
0138, 1
0139, 66
0140, 65
0141, 9
0142, 57
0143, 19
0144, 73
0145, 55
0146, 27
0147, 2
0148, 79
0149, 66
0150, 82
0151, 57
0152, 72
0153, 66
0154, 3
0155, 8
0156, 49
0157, 27
0158, 7
0159, 74
0160, 47
0161, 94
0162, 63
0163, 79
0164, 36
0165, 58
0166, 38
0167, 73
0168, 12
0169, 57
0170, 77
0171, 48
0172, 46
0173, 75
0174, 38
0175, 21
0176, 39
0177, 29
0178, 67
0179, 32
0180, 27
0181, 27
0182, 55
0183, 6
0184, 19
0185, 22
0186, 20
0187, 6
0188, 1
0189, 18
0190, 99
0191, 71
0192, 67
0193, 82
0194, 23
0195, 97
0196, 43
0197, 60
0198, 6
0199, 97
0200, 76
0201, 54
0202, 40
0203, 35
0204, 30
0205, 55
0206, 61
0207, 55
0208, 0
0209, 15
0210, 38
0211, 18
0212, 64
0213, 70
0214, 7
0215, 12
0216, 35
0217, 86
0218, 90
0219, 97
0220, 36
0221, 73
0222, 62
0223, 34
0224, 3
0225, 2
0226, 24
0227, 12
0228, 67
0229, 7
0230, 55
0231, 96
0232, 39
0233, 46
0234, 5
0235, 57
0236, 57
0237, 7
0238, 88
0239, 27
0240, 32
0241, 71
0242, 57
0243, 11
0244, 35
0245, 68
0246, 80
0247, 55
0248, 24
0249, 86
0250, 39
0251, 90
0252, 32
0253, 33
0254, 69
0255, 51
0256, 99
0257, 55
0258, 77
0259, 42
0260, 65
0261, 75
0262, 97
0263, 23
0264, 96
0265, 37
0266, 3
0267, 97
0268, 96
0269, 48
0270, 85
0271, 2
0272, 55
0273, 61
0274, 12
0275, 53
0276, 78
0277, 6
0278, 4
0279, 23
0280, 15
0281, 27
0282, 51
0283, 51
0284, 60
0285, 55
0286, 74
0287, 59
0288, 70
0289, 95
0290, 94
0291, 92
0292, 66
0293, 35
0294, 94
0295, 1
0296, 66
0297, 50
0298, 95
0299, 18
0300, 66
0301, 87
0302, 35
0303, 7
0304, 42
0305, 35
0306, 25
0307, 67
0308, 69
0309, 89
0310, 50
0311, 4
0312, 19
0313, 12
0314, 18
0315, 13
0316, 35
0317, 71
0318, 43
0319, 2
0320, 0
0321, 30
0322, 33
0323, 12
0324, 55
0325, 61
0326, 63
0327, 18
0328, 18
0329, 37
0330, 88
0331, 53
0332, 9
0333, 7
0334, 70
0335, 96
0336, 40
0337, 4
0338, 59
0339, 88
0340, 52
0341, 37
0342, 7
0343, 66
0344, 83
0345, 7
0346, 12
0347, 28
0348, 78
0349, 9
0350, 79
0351, 36
0352, 86
0353, 27
0354, 24
0355, 51
0356, 31
0357, 60
0358, 42
0359, 73
0360, 24
0361, 12
0362, 42
0363, 90
0364, 41
0365, 83
0366, 19
0367, 79
0368, 36
0369, 42
0370, 67
0371, 55
0372, 85
0373, 70
0374, 63
0375, 9
0376, 83
0377, 53
0378, 57
0379, 45
0380, 4
0381, 46
0382, 85
0383, 4
0384, 96
0385, 49
0386, 90
0387, 31
0388, 87
0389, 97
0390, 30
0391, 90
0392, 85
0393, 21
0394, 92
0395, 55
0396, 84
0397, 49
0398, 39
0399, 74
0400, 67
0401, 11
0402, 38
0403, 22
0404, 83
0405, 59
0406, 88
0407, 79
0408, 55
0409, 17
0410, 59
0411, 10
0412, 78
0413, 72
0414, 96
0415, 97
0416, 39
0417, 24
0418, 94
0419, 95
0420, 1
0421, 96
0422, 56
0423, 95
0424, 97
0425, 10
0426, 81
0427, 79
0428, 88
0429, 77
0430, 55
0431, 48
0432, 17
0433, 58
0434, 21
0435, 87
0436, 85
0437, 4
0438, 30
0439, 72
0440, 27
0441, 19
0442, 85
0443, 75
0444, 78
0445, 8
0446, 16
0447, 7
0448, 69
0449, 62
0450, 59
0451, 80
0452, 23
0453, 7
0454, 21
0455, 23
0456, 81
0457, 31
0458, 90
0459, 59
0460, 79
0461, 33
0462, 96
0463, 95
0464, 31
0465, 77
0466, 13
0467, 60
0468, 18
0469, 30
0470, 58
0471, 38
0472, 33
0473, 92
0474, 31
0475, 36
0476, 85
0477, 74
0478, 50
0479, 75
0480, 14
0481, 28
0482, 38
0483, 35
0484, 97
0485, 11
0486, 5
0487, 66
0488, 97
0489, 18
0490, 55
0491, 60
0492, 18
0493, 88
0494, 44
0495, 53
0496, 40
0497, 15
0498, 93
0499, 10
0500, 83
0501, 12
0502, 37
0503, 82
0504, 66
0505, 46
0506, 70
0507, 48
0508, 31
0509, 3
0510, 22
0511, 3
0512, 51
0513, 65
0514, 23
0515, 16
0516, 47
0517, 81
0518, 70
0519, 46
0520, 95
0521, 96
0522, 4
0523, 40
0524, 38
0525, 56
0526, 14
0527, 29
0528, 96
0529, 80
0530, 94
0531, 35
0532, 5
0533, 24
0534, 42
0535, 27
0536, 2
0537, 41
0538, 97
0539, 69
0540, 18
0541, 96
0542, 37
0543, 84
0544, 12
0545, 36
0546, 4
0547, 64
0548, 96
0549, 71
0550, 43
0551, 27
0552, 79
0553, 74
0554, 60
0555, 12
0556, 44
0557, 88
0558, 24
0559, 55
0560, 1
0561, 63
0562, 44
0563, 17
0564, 27
0565, 23
0566, 10
0567, 60
0568, 17
0569, 56
0570, 92
0571, 50
0572, 90
0573, 48
0574, 90
0575, 8
0576, 65
0577, 12
0578, 97
0579, 58
0580, 23
0581, 10
0582, 24
0583, 66
0584, 79
0585, 23
0586, 14
0587, 35
0588, 66
0589, 51
0590, 71
0591, 58
0592, 5
0593, 78
0594, 27
0595, 6
0596, 50
0597, 45
0598, 22
0599, 3
0600, 96
0601, 22
0602, 95
0603, 16
0604, 27
0605, 8
0606, 63
0607, 76
0608, 6
0609, 3
0610, 16
0611, 54
0612, 17
0613, 20
0614, 37
0615, 15
0616, 63
0617, 71
0618, 4
0619, 14
0620, 19
0621, 36
0622, 47
0623, 50
0624, 96
0625, 62
0626, 4
0627, 34
0628, 5
0629, 77
0630, 69
0631, 35
0632, 68
0633, 51
0634, 66
0635, 70
0636, 68
0637, 0
0638, 96
0639, 20
0640, 72
0641, 31
0642, 44
0643, 12
0644, 64
0645, 32
0646, 6
0647, 6
0648, 35
0649, 7
0650, 2
0651, 97
0652, 83
0653, 65
0654, 7
0655, 27
0656, 40
0657, 69
0658, 70
0659, 73
0660, 31
0661, 17
0662, 41
0663, 85
0664, 12
0665, 97
0666, 71
0667, 96
0668, 97
0669, 85
0670, 18
0671, 41
0672, 23
0673, 37
0674, 82
0675, 25
0676, 74
0677, 76
0678, 51
0679, 81
0680, 7
0681, 8
0682, 6
0683, 38
0684, 7
0685, 32
0686, 79
0687, 79
0688, 12
0689, 23
0690, 85
0691, 50
0692, 81
0693, 56
0694, 69
0695, 96
0696, 35
0697, 23
0698, 54
0699, 37
0700, 72
0701, 5
0702, 17
0703, 55
0704, 97
0705, 26
0706, 28
0707, 15
0708, 23
0709, 33
0710, 28
0711, 31
0712, 38
0713, 58
0714, 18
0715, 1
0716, 38
0717, 94
0718, 27
0719, 51
0720, 18
0721, 81
0722, 7
0723, 48
0724, 33
0725, 99
0726, 27
0727, 56
0728, 23
0729, 50
0730, 64
0731, 89
0732, 38
0733, 27
0734, 38
0735, 28
0736, 21
0737, 16
0738, 35
0739, 87
0740, 96
0741, 70
0742, 66
0743, 33
0744, 26
0745, 94
0746, 90
0747, 97
0748, 18
0749, 79
0750, 57
0751, 20
0752, 78
0753, 12
0754, 41
0755, 66
0756, 55
0757, 50
0758, 39
0759, 78
0760, 32
0761, 6
0762, 90
0763, 5
0764, 70
0765, 97
0766, 87
0767, 85
0768, 47
0769, 85
0770, 52
0771, 33
0772, 41
0773, 21
0774, 8
0775, 60
0776, 54
0777, 59
0778, 67
0779, 0
0780, 30
0781, 59
0782, 83
0783, 64
0784, 84
0785, 78
0786, 70
0787, 54
0788, 24
0789, 29
0790, 76
0791, 4
0792, 59
0793, 48
0794, 66
0795, 61
0796, 3
0797, 23
0798, 89
0799, 1
0800, 21
0801, 73
0802, 44
0803, 68
0804, 30
0805, 7
0806, 30
0807, 50
0808, 56
0809, 23
0810, 22
0811, 35
0812, 90
0813, 74
0814, 29
0815, 52
0816, 95
0817, 14
0818, 9
0819, 50
0820, 98
0821, 44
0822, 46
0823, 22
0824, 37
0825, 96
0826, 25
0827, 81
0828, 90
0829, 35
0830, 60
0831, 98
0832, 69
0833, 39
0834, 53
0835, 51
0836, 20
0837, 52
0838, 63
0839, 72
0840, 98
0841, 86
0842, 6
0843, 66
0844, 42
0845, 6
0846, 50
0847, 96
0848, 23
0849, 12
0850, 73
0851, 31
0852, 90
0853, 11
0854, 74
0855, 62
0856, 18
0857, 49
0858, 39
0859, 31
0860, 35
0861, 92
0862, 86
0863, 11
0864, 55
0865, 48
0866, 82
0867, 82
0868, 64
0869, 86
0870, 76
0871, 51
0872, 20
0873, 97
0874, 4
0875, 30
0876, 23
0877, 50
0878, 71
0879, 80
0880, 6
0881, 9
0882, 96
0883, 77
0884, 70
0885, 94
0886, 48
0887, 36
0888, 96
0889, 96
0890, 36
0891, 76
0892, 32
0893, 8
0894, 55
0895, 7
0896, 74
0897, 67
0898, 81
0899, 12
0900, 96
0901, 53
0902, 11
0903, 14
0904, 85
0905, 52
0906, 81
0907, 21
0908, 12
0909, 87
0910, 76
0911, 3
0912, 91
0913, 17
0914, 88
0915, 65
0916, 67
0917, 58
0918, 24
0919, 35
0920, 87
0921, 6
0922, 35
0923, 69
0924, 79
0925, 51
0926, 30
0927, 12
0928, 55
0929, 9
0930, 0
0931, 68
0932, 81
0933, 42
0934, 3
0935, 58
0936, 55
0937, 1
0938, 49
0939, 4
0940, 87
0941, 24
0942, 99
0943, 60
0944, 93
0945, 80
0946, 13
0947, 31
0948, 4
0949, 53
0950, 43
0951, 26
0952, 90
0953, 14
0954, 20
0955, 24
0956, 87
0957, 48
0958, 83
0959, 55
0960, 96
0961, 17
0962, 72
0963, 12
0964, 31
0965, 66
0966, 69
0967, 75
0968, 60
0969, 23
0970, 24
0971, 30
0972, 12
0973, 56
0974, 16
0975, 73
0976, 71
0977, 25
0978, 92
0979, 55
0980, 66
0981, 67
0982, 94
0983, 35
0984, 4
0985, 24
0986, 8
0987, 68
0988, 24
0989, 6
0990, 10
0991, 25
0992, 66
0993, 9
0994, 92
0995, 7
0996, 8
0997, 98
0998, 26
0999, 1
1000, 95
1001, 6
1002, 73
1003, 98
1004, 89
1005, 55
1006, 87
1007, 74
1008, 20
1009, 62
1010, 25
1011, 71
1012, 85
1013, 44
1014, 23
1015, 61
1016, 11
1017, 72
1018, 71
1019, 45
1020, 26
1021, 38
1022, 91
1023, 18
1024, 19
1025, 64
1026, 21
1027, 60
1028, 5
1029, 33
1030, 96
1031, 68
1032, 41
1033, 55
1034, 96
1035, 64
1036, 42
